Numero Veiculo,Placa,Tipo de Veiculo,Data,Km Percorrido,Diesel,Km Diesel,Motor,Km Motor,Dies Mot,Custo Combustivel
146085,SQY5E00,5 - URBANO COM AR,1-May-24,7183,3224.5,2.23,1,718300,322452,19153.53
146085,SQY5E00,5 - URBANO COM AR,1-Aug-24,8159,3463.2,2.36,1,815900,346316,20571.41
146085,SQY5E00,5 - URBANO COM AR,1-Sep-24,8738,3339.8,2.62,1,8738,3340,19838.41
146085,SQY5E00,5 - URBANO COM AR,1-Dec-24,7774,3359.9,2,1,8,3360,19957.81
146086,SRB8I70,5 - URBANO COM AR,1-Mar-24,9751,3333.2,2.93,1,975100,333316,19799.21
146086,SRB8I70,5 - URBANO COM AR,1-Jul-24,13409,3951.5,3.39,1,1340900,395149,23471.91
146087,LUI5H61,5 - URBANO COM AR,1-Jan-24,9310,3238,2.88,1,931000,323802,19233.72
146087,LUI5H61,5 - URBANO COM AR,1-Mar-24,9159,3266.1,2.8,1,915900,326610,19400.63
146087,LUI5H61,5 - URBANO COM AR,1-May-24,9111,3087.6,2.95,1,911100,308761,18340.34
146087,LUI5H61,5 - URBANO COM AR,1-Jun-24,9149,3092.4,2.96,1,914900,309240,18368.86
146087,LUI5H61,5 - URBANO COM AR,1-Nov-24,8340,2964.1,2.81,1,8340,2964,17606.75
146090,RJY7D01,5 - URBANO COM AR,1-Apr-24,10267,3067.5,3.35,1,1026700,306751,18220.95
146090,RJY7D01,5 - URBANO COM AR,1-Dec-24,12147,3638.5,3,1,12,3638,21612.69
146091,RJY7D02,5 - URBANO COM AR,1-May-24,10703,3402.8,3.15,1,1070300,340278,20212.63
146091,RJY7D02,5 - URBANO COM AR,1-Jun-24,10108,3076,3.29,1,1010800,307603,18271.44
146091,RJY7D02,5 - URBANO COM AR,1-Sep-24,11225,3457.6,3,1,11225,3458,20538.14
146091,RJY7D02,5 - URBANO COM AR,1-Dec-24,10740,3224.7,3,1,11,3225,19154.72
146093,LUI5H60,5 - URBANO COM AR,1-Jan-24,9286,3205,2.9,1,928600,320505,19037.7
146093,LUI5H60,5 - URBANO COM AR,1-Mar-24,10368,3647.1,2.84,1,1036800,364713,21663.77
146093,LUI5H60,5 - URBANO COM AR,1-May-24,9282,3168.7,2.93,1,928200,316870,18822.08
146093,LUI5H60,5 - URBANO COM AR,1-Sep-24,9677,3234.6,2.99,1,9677,3235,19213.52
146093,LUI5H60,5 - URBANO COM AR,1-Nov-24,9373,3139.2,2.99,1,9373,3139,18646.85
146094,RJI9G10,5 - URBANO COM AR,1-Mar-24,11063,3384.6,3.27,1,1106300,338465,20104.52
146094,RJI9G10,5 - URBANO COM AR,1-Apr-24,10865,3228.6,3.37,1,1086500,322862,19177.88
146094,RJI9G10,5 - URBANO COM AR,1-Jun-24,10212,2863.3,3.57,1,1021200,286330,17008
146094,RJI9G10,5 - URBANO COM AR,1-Sep-24,11298,3606,3,1,11298,3606,21419.64
146094,RJI9G10,5 - URBANO COM AR,1-Nov-24,10696,3146.2,3.4,1,10696,3146,18688.43
146095,SRD9C75,5 - URBANO COM AR,1-Jul-24,10820,3089.7,3.5,1,1082000,308973,18352.82
146095,SRD9C75,5 - URBANO COM AR,1-Sep-24,11241,3528.9,3,1,11241,3529,20961.67
146102,KXD9618,5 - URBANO COM AR,1-Feb-24,6481,2632.5,2.46,1,648100,263249,15637.05
146102,KXD9618,5 - URBANO COM AR,1-Aug-24,6882,2645.1,2.6,1,688200,264513,15711.89
146102,KXD9618,5 - URBANO COM AR,1-Sep-24,5613,2097.2,2.68,1,5613,2097,12457.37
146104,KRR2725,5 - URBANO COM AR,1-Feb-24,8054,2863.5,2.81,1,805400,286346,17009.19
146104,KRR2725,5 - URBANO COM AR,1-Apr-24,10298,3394.2,3.03,1,1029800,339418,20161.55
146105,SRS0B53,5 - URBANO COM AR,1-Jun-24,1275,380.3,3.35,1,127500,38030,2258.98
146105,SRS0B53,5 - URBANO COM AR,1-Jul-24,10111,3005.4,3.36,1,1011100,300543,17852.08
146105,SRS0B53,5 - URBANO COM AR,1-Aug-24,9844,3101.2,3.17,1,984400,310123,18421.13
146109,KRY7725,5 - URBANO COM AR,1-Aug-24,8912,3005.6,2.97,1,891200,300557,17853.26
146109,KRY7725,5 - URBANO COM AR,1-Dec-24,9507,3275.2,3,1,10,3275,19454.69
146110,KRY6883,5 - URBANO COM AR,1-Feb-24,6933,2806.4,2.47,1,693300,280636,16670.02
146110,KRY6883,5 - URBANO COM AR,1-May-24,6448,2812,2.29,1,644800,281199,16703.28
146111,RIO3G89,5 - URBANO COM AR,1-Feb-24,7688,3255.5,2.36,1,768800,325549,19337.67
146111,RIO3G89,5 - URBANO COM AR,1-Mar-24,9955,4000.3,2.49,1,995500,400027,23761.78
146111,RIO3G89,5 - URBANO COM AR,1-Apr-24,8216,3374.5,2.43,1,821600,337446,20044.53
146111,RIO3G89,5 - URBANO COM AR,1-Jul-24,10817,3933.1,2.75,1,1081700,393308,23362.61
146111,RIO3G89,5 - URBANO COM AR,1-Dec-24,9689,3963.1,2,1,10,3963,23540.81
146112,RIO3G94,5 - URBANO COM AR,1-Oct-24,12040,4129.7,2.92,1,12040,4130,24530.42
146112,RIO3G94,5 - URBANO COM AR,1-Nov-24,8650,3175.9,2.72,1,8650,3176,18864.85
146113,LRJ2E73,5 - URBANO COM AR,1-Feb-24,11004,3649.8,3.01,1,1100400,364977,21679.81
146113,LRJ2E73,5 - URBANO COM AR,1-Apr-24,12037,3736.8,3.22,1,1203700,373684,22196.59
146113,LRJ2E73,5 - URBANO COM AR,1-Sep-24,12147,3776.2,3,1,12147,3776,22430.63
146113,LRJ2E73,5 - URBANO COM AR,1-Oct-24,8484,2964.7,2.86,1,8484,2965,17610.32
146115,KRY7728,5 - URBANO COM AR,1-Jun-24,8080,2726,2.96,1,808000,272596,16192.44
146115,KRY7728,5 - URBANO COM AR,1-Sep-24,9885,3443,2.87,1,9885,3443,20451.42
146116,KRY7726,5 - URBANO COM AR,1-Feb-24,9135,3115,2.93,1,913500,311499,18503.1
146116,KRY7726,5 - URBANO COM AR,1-Jun-24,8705,2912.5,2.99,1,870500,291253,17300.25
146117,KRY6880,5 - URBANO COM AR,1-Jan-25,10372,3423.3,3.03,1,10372,3423,20334.4
146117,KRY6880,5 - URBANO COM AR,1-Feb-24,9640,3135.3,3.07,1,964000,313532,18623.68
146117,KRY6880,5 - URBANO COM AR,1-Mar-24,11302,3627.3,3.12,1,1130200,362728,21546.16
146117,KRY6880,5 - URBANO COM AR,1-Apr-24,9870,3285.1,3,1,987000,328507,19513.49
146117,KRY6880,5 - URBANO COM AR,1-Jun-24,9748,3084.2,3.16,1,974800,308419,18320.15
146117,KRY6880,5 - URBANO COM AR,1-Aug-24,9309,2965.6,3.14,1,930900,296557,17615.66
146137,KRR2731,5 - URBANO COM AR,1-Jan-25,10279,3810.8,2.7,1,10279,3811,22636.15
146137,KRR2731,5 - URBANO COM AR,1-Feb-24,10212,3570.5,2.86,1,1021200,357050,21208.77
146137,KRR2731,5 - URBANO COM AR,1-Aug-24,9915,3367.2,2.94,1,991500,336720,20001.17
146138,KRR2729,5 - URBANO COM AR,1-Sep-24,9915,3633,2.73,1,9915,3633,21580.02
146140,LSQ6098,5 - URBANO COM AR,1-Feb-24,10078,3799.5,2.65,1,1007800,379951,22569.03
146140,LSQ6098,5 - URBANO COM AR,1-Mar-24,10768,3966.3,2.71,1,1076800,396630,23559.82
146140,LSQ6098,5 - URBANO COM AR,1-May-24,10323,3740.6,2.76,1,1032300,374055,22219.16
146140,LSQ6098,5 - URBANO COM AR,1-Dec-24,10125,3637.8,3,1,10,3638,21608.53
146141,LSQ6101,5 - URBANO COM AR,1-Jan-24,10574,3756.8,2.81,1,1057400,375685,22315.39
146141,LSQ6101,5 - URBANO COM AR,1-Jul-24,11619,4060.5,2.86,1,1161900,406049,24119.37
146142,KRT2186,5 - URBANO COM AR,1-Mar-24,9385,3419.7,2.74,1,938500,341970,20313.02
146143,KRT2184,5 - URBANO COM AR,1-Apr-24,9246,3475.3,2.66,1,924600,347531,20643.28
146143,KRT2184,5 - URBANO COM AR,1-Nov-24,7808,2732.4,2.86,1,7808,2732,16230.46
146144,LSU3249,5 - URBANO COM AR,1-Jan-24,5628,2365.8,2.38,1,562800,236580,14052.85
146144,LSU3249,5 - URBANO COM AR,1-May-24,6878,3016.7,2.28,1,687800,301667,17919.2
146144,LSU3249,5 - URBANO COM AR,1-Jul-24,8343,3279.8,2.54,1,834300,327977,19482.01
146144,LSU3249,5 - URBANO COM AR,1-Aug-24,8177,3323.5,2.46,1,817700,332353,19741.59
146144,LSU3249,5 - URBANO COM AR,1-Sep-24,9879,3766.2,2.62,1,9879,3766,22371.23
146145,LSU3250,5 - URBANO COM AR,1-Jan-24,10639,4294.7,2.48,1,1063900,429471,25510.52
146145,LSU3250,5 - URBANO COM AR,1-Apr-24,8484,3637.9,2.33,1,848400,363789,21609.13
146145,LSU3250,5 - URBANO COM AR,1-Aug-24,8436,3426.6,2.46,1,843600,342662,20354
146145,LSU3250,5 - URBANO COM AR,1-Dec-24,7668,3419.6,2,1,8,3420,20312.42
146146,LSU3248,5 - URBANO COM AR,1-Feb-24,7075,3141.5,2.25,1,707500,314154,18660.51
146146,LSU3248,5 - URBANO COM AR,1-Jun-24,8537,3472.3,2.46,1,853700,347234,20625.46
146147,KRT2185,5 - URBANO COM AR,1-Jan-24,8437,3212.6,2.63,1,843700,321264,19082.84
146147,KRT2185,5 - URBANO COM AR,1-Jul-24,10110,3817.5,2.65,1,1011000,381754,22675.95
146148,LSU3251,5 - URBANO COM AR,1-Jan-25,5109,2238.6,2.28,1,5109,2239,13297.28
146148,LSU3251,5 - URBANO COM AR,1-Feb-24,7837,3432.2,2.28,1,783700,343217,20387.27
146148,LSU3251,5 - URBANO COM AR,1-Jul-24,10488,3805.8,2.76,1,1048800,380580,22606.45
146061,RJF5H52,5 - URBANO COM AR,1-Mar-25,16117,5126.6,3.14,1,16117,5126.59,30452
146041,RKK7D97,5 - URBANO COM AR,1-Mar-25,16545,4609.3,3.59,1,16545,4609.26,27379.24
146040,KRR5F28,5 - URBANO COM AR,1-Mar-25,12185,4108.6,2.97,1,12185,4108.63,24405.08
146045,LSQ9I22,5 - URBANO COM AR,1-Mar-25,11259,3788.5,2.97,1,11259,3788.52,22503.69
146148,LSU3251,5 - URBANO COM AR,1-Mar-25,8648,3643.1,2.37,1,8648,3643.13,21640.01
146137,KRR2731,5 - URBANO COM AR,1-Mar-25,10268,3622.1,2.83,1,10268,3622.12,21515.27
146065,LTT7J61,5 - URBANO COM AR,1-Mar-25,11515,3582.1,3.21,1,11515,3582.15,21277.67
146057,SRD9C78,5 - URBANO COM AR,1-Mar-25,11289,3510.5,3.22,1,11289,3510.51,20852.37
146047,RJZ4B98,5 - URBANO COM AR,1-Mar-25,9967,3448.2,2.89,1,9967,3448.2,20482.31
146093,LUI5H60,5 - URBANO COM AR,1-Mar-25,10550,3423.7,3.08,1,10550,3423.66,20336.78
146021,SQW0G10,5 - URBANO COM AR,1-Mar-25,9746,3420.7,2.85,1,9746,3420.72,20318.96
146018,RIU5J52,5 - URBANO COM AR,1-Mar-25,10260,3329.3,3.08,1,10260,3329.31,19776.04
146030,RIO3G85,5 - URBANO COM AR,1-Mar-25,9867,3095.3,3.19,1,9867,3095.28,18386.08
146087,LUI5H61,5 - URBANO COM AR,1-Mar-25,8846,3063.1,2.89,1,8846,3063.05,18194.81
146056,LUH7H82,5 - URBANO COM AR,1-Mar-25,7753,2875.9,2.7,1,7753,2875.89,17082.85
146007,LRJ2E72,5 - URBANO COM AR,1-Apr-25,9745,3170.9,3.07,1,9745,3170.88,18835.15
146010,KZO6I36,5 - URBANO COM AR,1-Apr-25,11332,3620.2,3.13,1,11332,3620.2,21503.99
146031,RKR9H46,5 - URBANO COM AR,1-Apr-25,7155,2543,2.81,1,7155,2542.97,15105.42
146041,RKK7D97,5 - URBANO COM AR,1-Apr-25,14507,4201.2,3.45,1,14507,4201.17,24955.13
146049,LMV3F20,5 - URBANO COM AR,1-Apr-25,7754,2479.7,3.13,1,7754,2479.7,14729.42
146052,RJF5H69,5 - URBANO COM AR,1-Apr-25,16784,5314.8,3.16,1,16784,5314.81,31569.91
146055,SRP3E83,5 - URBANO COM AR,1-Apr-25,6980,2706.4,2.58,1,6980,2706.36,16076.02
146056,LUH7H82,5 - URBANO COM AR,1-Apr-25,7865,2766.2,2.84,1,7865,2766.2,16431.23
146060,SRB8I88,5 - URBANO COM AR,1-Apr-25,8438,2875,2.93,1,8438,2874.99,17077.5
146065,LTT7J61,5 - URBANO COM AR,1-Apr-25,9537,2940.7,3.24,1,9537,2940.65,17467.76
146066,KKV9E51,5 - URBANO COM AR,1-Apr-25,7477,2882.9,2.59,1,7477,2882.88,17124.43
146081,LUK7I19,5 - URBANO COM AR,1-Apr-25,9042,3200.4,2.83,1,9042,3200.39,19010.38
146087,LUI5H61,5 - URBANO COM AR,1-Apr-25,10230,3287.3,3.11,1,10230,3287.35,19526.56
146104,KRR2725,5 - URBANO COM AR,1-Apr-25,10183,3564.4,2.86,1,10183,3564.45,21172.54
146112,RIO3G94,5 - URBANO COM AR,1-Apr-25,8583,3412.9,2.51,1,8583,3412.91,20272.63
146113,LRJ2E73,5 - URBANO COM AR,1-Apr-25,10205,3188.2,3.2,1,10205,3188.22,18937.91
103038,RIO3G88,5 - URBANO COM AR,1-May-25,4032,1740.2,2.32,1,4032,1740.16,10336.79
146001,KXF7J51,5 - URBANO COM AR,1-May-25,5930,1926.1,3.08,1,5930,1926.12,11441.03
146010,KZO6I36,5 - URBANO COM AR,1-May-25,7779,2405.3,3.23,1,7779,2405.25,14287.48
146015,RKV9E78,5 - URBANO COM AR,1-May-25,5014,1712,2.93,1,5014,1712,10169.28
146020,RKV9E76,5 - URBANO COM AR,1-May-25,4856,1688.6,2.88,1,4856,1688.61,10030.28
146023,SRJ3G24,5 - URBANO COM AR,1-May-25,5530,2259,2.45,1,5530,2259.04,13418.46
146025,RKT9E97,5 - URBANO COM AR,1-May-25,4416,1601.8,2.76,1,4416,1601.78,9514.69
146039,LRW2A21,5 - URBANO COM AR,1-May-25,6180,2042.8,3.03,1,6180,2042.78,12134.23
146040,KRR5F28,5 - URBANO COM AR,1-May-25,6843,2207,3.1,1,6843,2207.01,13109.58
146045,LSQ9I22,5 - URBANO COM AR,1-May-25,5957,1964,3.03,1,5957,1963.97,11666.16
146050,KRY6885,5 - URBANO COM AR,1-May-25,5182,1911.4,2.71,1,5182,1911.37,11353.72
146058,LMV3F18,5 - URBANO COM AR,1-May-25,4304,1538.1,2.8,1,4304,1538.13,9136.31
146061,RJF5H52,5 - URBANO COM AR,1-May-25,9477,2839.8,3.34,1,9477,2839.78,16868.41
146063,KZM8I97,5 - URBANO COM AR,1-May-25,8372,2322.6,3.6,1,8372,2322.62,13796.24
146069,SRA2G50,5 - URBANO COM AR,1-May-25,5668,2250.4,2.52,1,5668,2250.37,13367.38
146086,SRB8I70,5 - URBANO COM AR,1-May-25,6652,2038.5,3.26,1,6652,2038.5,12108.69
146104,KRR2725,5 - URBANO COM AR,1-May-25,7209,2550.3,2.83,1,7209,2550.32,15148.78
146111,RIO3G89,5 - URBANO COM AR,1-May-25,6702,2587.1,2.59,1,6702,2587.1,15367.37
146112,RIO3G94,5 - URBANO COM AR,1-May-25,5497,2137.3,2.57,1,5497,2137.33,12695.56
146117,KRY6880,5 - URBANO COM AR,1-May-25,5545,1686.7,3.29,1,5545,1686.7,10019
146137,KRR2731,5 - URBANO COM AR,1-May-25,4285,1492.8,2.87,1,4285,1492.85,8867.23
146138,KRR2729,5 - URBANO COM AR,1-May-25,4988,1872.9,2.66,1,4988,1872.95,11125.03
146140,LSQ6098,5 - URBANO COM AR,1-May-25,5461,2027.3,2.69,1,5461,2027.3,12042.16
146143,KRT2184,5 - URBANO COM AR,1-May-25,6236,2476.1,2.52,1,6236,2476.09,14708.03
146146,LSU3248,5 - URBANO COM AR,1-May-25,6366,2573.3,2.47,1,6366,2573.3,15285.4
103010,LUI9D53,5 - URBANO COM AR,1-Jan-24,1053,463.8,2.27,2,52650,23190,2754.97
103012,LUI9D55,5 - URBANO COM AR,1-Jan-24,4132,1954.8,2.11,2,206600,97742,11611.51
103012,LUI9D55,5 - URBANO COM AR,1-Jan-25,6048,2664.3,2.27,2,3024,1332,15825.94
103012,LUI9D55,5 - URBANO COM AR,1-Jun-24,4399,1951.5,2.25,2,219950,97575,11591.91
103012,LUI9D55,5 - URBANO COM AR,1-Oct-24,6103,2543.3,2.4,2,3052,1272,15107.2
103014,RIW5F85,5 - URBANO COM AR,1-Jan-24,5077,2252.2,2.25,2,253850,112610,13378.07
103014,RIW5F85,5 - URBANO COM AR,1-Jan-25,6051,2626.8,2.3,2,3026,1313,15603.19
103014,RIW5F85,5 - URBANO COM AR,1-Feb-24,5187,2374.2,2.18,2,259350,118710,14102.75
103014,RIW5F85,5 - URBANO COM AR,1-Jun-24,5731,2419.1,2.37,2,286550,120955,14369.45
103019,LUI9D54,5 - URBANO COM AR,1-Jan-24,6282,2809.9,2.24,2,314100,140497,16690.81
103019,LUI9D54,5 - URBANO COM AR,1-Jan-25,5925,2702.4,2.19,2,2962,1351,16052.26
103019,LUI9D54,5 - URBANO COM AR,1-Jul-24,5632,2389.6,2.36,2,281600,119479,14194.22
103019,LUI9D54,5 - URBANO COM AR,1-Aug-24,5773,2506.1,2.3,2,288650,125303,14886.23
103019,LUI9D54,5 - URBANO COM AR,1-Dec-24,5293,2404.8,2,2,3,1202,14284.51
103020,RIO3G91,5 - URBANO COM AR,1-Jan-24,6887,2966.8,2.32,2,344350,148339,17622.79
103020,RIO3G91,5 - URBANO COM AR,1-Jan-25,6678,2912.2,2.29,2,3339,1456,17298.47
103020,RIO3G91,5 - URBANO COM AR,1-Oct-24,6451,2639.6,2.44,2,3226,1320,15679.22
103023,LUI9D56,5 - URBANO COM AR,1-Jan-24,4548,2027.9,2.24,2,227400,101395,12045.73
103023,LUI9D56,5 - URBANO COM AR,1-Oct-24,6261,2617.6,2.39,2,3130,1309,15548.54
103025,SQZ3E24,5 - URBANO COM AR,1-Jan-25,5681,2627.1,2.16,2,2840,1314,15604.97
103025,SQZ3E24,5 - URBANO COM AR,1-Feb-24,5306,2769.6,1.92,2,265300,138482,16451.42
103025,SQZ3E24,5 - URBANO COM AR,1-Jul-24,6434,2844.5,2.26,2,321700,142224,16896.33
103025,SQZ3E24,5 - URBANO COM AR,1-Nov-24,5765,2669.6,2.16,2,2882,1335,15857.42
103027,SQY4G96,5 - URBANO COM AR,1-Sep-24,5455,2270.3,2,2,2728,1135,13485.58
103027,SQY4G96,5 - URBANO COM AR,1-Nov-24,4940,2402.6,2.06,2,2470,1201,14271.44
103027,SQY4G96,5 - URBANO COM AR,1-Dec-24,6381,3098.5,2,2,3,1549,18405.09
103029,RIO3G92,5 - URBANO COM AR,1-Feb-24,6307,2652,2.38,2,315350,132601,15752.88
103030,RIO3G90,5 - URBANO COM AR,1-Jan-25,6444,2940,2.19,2,3222,1470,17463.6
103030,RIO3G90,5 - URBANO COM AR,1-Jul-24,6701,2809.7,2.38,2,335050,140484,16689.62
103030,RIO3G90,5 - URBANO COM AR,1-Nov-24,6085,2750.7,2.21,2,3042,1375,16339.16
103031,SRU3C02,5 - URBANO COM AR,1-Jan-25,5916,2700,2.19,2,2958,1350,16038
103031,SRU3C02,5 - URBANO COM AR,1-Jul-24,5125,2220.4,2.31,2,256250,111020,13189.18
103032,KRY7729,5 - URBANO COM AR,1-Feb-24,6559,2870.7,2.28,2,327950,143533,17051.96
103032,KRY7729,5 - URBANO COM AR,1-Apr-24,6374,2824.6,2.26,2,318700,141228,16778.12
103032,KRY7729,5 - URBANO COM AR,1-Aug-24,6169,2438.4,2.53,2,308450,121920,14484.1
103032,KRY7729,5 - URBANO COM AR,1-Oct-24,7360,2854.7,2.58,2,3680,1427,16956.92
103032,KRY7729,5 - URBANO COM AR,1-Dec-24,6362,2623.3,2,2,3,1312,15582.4
103038,RIO3G88,5 - URBANO COM AR,1-Jan-25,6400,2784.8,2.3,2,3200,1392,16541.71
103038,RIO3G88,5 - URBANO COM AR,1-May-24,6340,2720.6,2.33,2,317000,136030,16160.36
103038,RIO3G88,5 - URBANO COM AR,1-Jul-24,6581,2593.7,2.54,2,329050,129687,15406.58
103038,RIO3G88,5 - URBANO COM AR,1-Aug-24,6229,2518.5,2.47,2,311450,125923,14959.89
103039,RIO3G93,5 - URBANO COM AR,1-Apr-24,6237,2844.8,2.19,2,311850,142241,16898.11
103042,SRU3C88,5 - URBANO COM AR,1-Jan-24,3679,1746.3,2.11,2,183950,87314,10373.02
103042,SRU3C88,5 - URBANO COM AR,1-Jan-25,6269,2967.6,2.11,2,3134,1484,17627.54
103042,SRU3C88,5 - URBANO COM AR,1-Dec-24,4993,2364.5,2,2,2,1182,14045.13
103043,SRW4I13,5 - URBANO COM AR,1-Jan-25,6392,3045.2,2.1,2,3196,1523,18088.49
103043,SRW4I13,5 - URBANO COM AR,1-Aug-24,3960,1118.9,3.54,2,198000,55945,6646.27
103043,SRW4I13,5 - URBANO COM AR,1-Sep-24,5681,2289.4,2,2,2840,1145,13599.04
103043,SRW4I13,5 - URBANO COM AR,1-Oct-24,6872,2997.6,2.29,2,3436,1499,17805.74
103044,SRW4I10,5 - URBANO COM AR,1-Jan-25,6044,2637.7,2.29,2,3022,1319,15667.94
103044,SRW4I10,5 - URBANO COM AR,1-Aug-24,3918,1072.3,3.65,2,195900,53616,6369.46
103044,SRW4I10,5 - URBANO COM AR,1-Sep-24,5825,2300,2.53,2,2912,1150,13662
103046,SRW4I06,5 - URBANO COM AR,1-Jan-25,6850,3018,2.27,2,3425,1509,17926.92
103046,SRW4I06,5 - URBANO COM AR,1-Dec-24,5686,2402.9,2,2,3,1201,14273.23
103049,KRY7730,5 - URBANO COM AR,1-Jan-24,7532,3161.9,2.38,2,376600,158095,18781.69
103049,KRY7730,5 - URBANO COM AR,1-Mar-24,6835,3007.4,2.27,2,341750,150368,17863.96
103049,KRY7730,5 - URBANO COM AR,1-Oct-24,8106,3296.2,2.46,2,4053,1648,19579.43
103050,KRY7731,5 - URBANO COM AR,1-Jan-24,4805,2231.2,2.15,2,240250,111562,13253.33
103050,KRY7731,5 - URBANO COM AR,1-Jan-25,8406,3613.8,2.33,2,4203,1807,21465.97
103050,KRY7731,5 - URBANO COM AR,1-Jun-24,7900,2994.7,2.64,2,395000,149734,17788.52
103050,KRY7731,5 - URBANO COM AR,1-Nov-24,6788,2830.1,2.4,2,3394,1415,16810.79
103051,LTC9024,5 - URBANO COM AR,1-Aug-24,7377,2788,2.65,2,368850,139401,16560.72
103051,LTC9024,5 - URBANO COM AR,1-Dec-24,7837,3177.9,2,2,4,1589,18876.73
103052,LTC9025,5 - URBANO COM AR,1-Jan-25,6526,2670.2,2.44,2,3263,1335,15860.99
103052,LTC9025,5 - URBANO COM AR,1-Sep-24,6493,2426.5,2.68,2,3246,1213,14413.41
103053,KRY6881,5 - URBANO COM AR,1-Jan-25,8506,3232.7,2.63,2,4253,1616,19202.24
103053,KRY6881,5 - URBANO COM AR,1-Feb-24,6279,2714.3,2.31,2,313950,135715,16122.94
103053,KRY6881,5 - URBANO COM AR,1-Oct-24,8027,3031.2,2.65,2,4014,1516,18005.33
103055,LTF7122,5 - URBANO COM AR,1-Jan-25,7307,3036.9,2.41,2,3654,1518,18039.19
103055,LTF7122,5 - URBANO COM AR,1-May-24,7540,3074.6,2.45,2,377000,153728,18263.12
103057,KRY6882,5 - URBANO COM AR,1-Jan-25,7815,3199.3,2.44,2,3908,1600,19003.84
103057,KRY6882,5 - URBANO COM AR,1-Feb-24,7196,2944,2.44,2,359800,147201,17487.36
103057,KRY6882,5 - URBANO COM AR,1-Jun-24,8183,3145,2.6,2,409150,157252,18681.3
103057,KRY6882,5 - URBANO COM AR,1-Oct-24,7396,2960.6,2.5,2,3698,1480,17585.96
103062,LNH5J42,5 - URBANO COM AR,1-Jan-25,8836,3942.3,2.24,2,4418,1971,23417.26
103062,LNH5J42,5 - URBANO COM AR,1-Apr-24,5361,2500.8,2.14,2,268050,125041,14854.75
103062,LNH5J42,5 - URBANO COM AR,1-Aug-24,6567,2739.6,2.4,2,328350,136981,16273.22
103063,LTM8I52,5 - URBANO COM AR,1-Sep-24,9064,3300,2.75,2,4532,1650,19602
103064,LRJ4H13,5 - URBANO COM AR,1-Jan-25,9746,4074.4,2.39,2,4873,2037,24201.94
103064,LRJ4H13,5 - URBANO COM AR,1-Jun-24,5616,2532,2.22,2,280800,126601,15040.08
103064,LRJ4H13,5 - URBANO COM AR,1-Jul-24,6367,2734.7,2.33,2,318350,136737,16244.12
103064,LRJ4H13,5 - URBANO COM AR,1-Oct-24,9430,3759.1,2.51,2,4715,1880,22329.05
103065,LMP3D06,5 - URBANO COM AR,1-Jan-25,9884,3632.8,2.72,2,4942,1816,21578.83
103065,LMP3D06,5 - URBANO COM AR,1-Mar-24,6305,2750.3,2.29,2,315250,137516,16336.78
103065,LMP3D06,5 - URBANO COM AR,1-Jun-24,6807,2716.5,2.51,2,340350,135824,16136.01
103066,LRJ4H12,5 - URBANO COM AR,1-Jul-24,5667,2360.1,2.4,2,283350,118005,14018.99
146001,KXF7J51,5 - URBANO COM AR,1-Jan-25,10722,3445.7,3.11,2,5361,1723,20467.46
146001,KXF7J51,5 - URBANO COM AR,1-Mar-24,11043,3629.6,3.04,2,552150,181478,21559.82
146001,KXF7J51,5 - URBANO COM AR,1-May-24,9332,3103.3,3.01,2,466600,155163,18433.6
146001,KXF7J51,5 - URBANO COM AR,1-Jun-24,10726,3399.8,3.15,2,536300,169989,20194.81
146001,KXF7J51,5 - URBANO COM AR,1-Sep-24,9950,3379.3,2.94,2,4975,1690,20073.04
146002,SQW3A92,5 - URBANO COM AR,1-Jan-25,5096,1566.6,3.25,2,2548,783,9305.6
146002,SQW3A92,5 - URBANO COM AR,1-Feb-24,14748,4569.4,3.23,2,737400,228472,27142.24
146002,SQW3A92,5 - URBANO COM AR,1-May-24,14434,4414.6,3.27,2,721700,220731,26222.72
146002,SQW3A92,5 - URBANO COM AR,1-Aug-24,13756,4091.3,3.36,2,687800,204563,24302.32
146002,SQW3A92,5 - URBANO COM AR,1-Nov-24,11228,3430.5,3.27,2,5614,1715,20377.17
146004,RIV1J03,5 - URBANO COM AR,1-Feb-24,10777,3750.8,2.87,2,538850,187538,22279.75
146004,RIV1J03,5 - URBANO COM AR,1-May-24,15324,4518.7,3.39,2,766200,225936,26841.08
146004,RIV1J03,5 - URBANO COM AR,1-Aug-24,16560,4529,3.66,2,828000,226448,26902.26
146004,RIV1J03,5 - URBANO COM AR,1-Sep-24,16533,5154.7,3,2,8266,2577,30618.92
146007,LRJ2E72,5 - URBANO COM AR,1-Feb-24,9006,3176.9,2.83,2,450300,158843,18870.79
146007,LRJ2E72,5 - URBANO COM AR,1-Mar-24,9534,3329.3,2.86,2,476700,166463,19776.04
146007,LRJ2E72,5 - URBANO COM AR,1-May-24,11492,3838.2,2.99,2,574600,191910,22798.91
146007,LRJ2E72,5 - URBANO COM AR,1-Aug-24,9870,3227.5,3.06,2,493500,161377,19171.35
146007,LRJ2E72,5 - URBANO COM AR,1-Oct-24,9995,3400.2,2.94,2,4998,1700,20197.19
146008,RIV1J01,5 - URBANO COM AR,1-Feb-24,10621,3529.6,3.01,2,531050,176478,20965.82
146008,RIV1J01,5 - URBANO COM AR,1-Mar-24,11255,3738.1,3.01,2,562750,186903,22204.31
146008,RIV1J01,5 - URBANO COM AR,1-Jun-24,9931,3066,3.24,2,496550,153302,18212.04
